ba,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p122,0.033427963319,0.033427963319,0.033427963319,0.033427963319,0.033427963319,0.0318481629755,0.030268362632,0.0298786208515,0.029488879071,0.0324945293495,0.035500179628,0.036434247557,0.037368315486,0.036939972064,0.036511628642,0.0371037969375,0.037695965233,0.0386404437405,0.039584922248,0.040740682551,0.041896442854,0.0425431456985,0.043189848543,0.0440098925905,0.044829936638,0.045089386946,0.045348837254,0.0457118435635,0.046074849873,0.04635034241,0.046625834947,0.0472409600685,0.04785608519,0.047248638695,0.0466411922,0.046472505325,0.04630381845
p123,0.034237550968,0.034237550968,0.034237550968,0.034237550968,0.034237550968,0.0340527515785,0.033867952189,0.032970464991,0.032072977793,0.034290706153,0.036508434513,0.037763220573,0.039018006633,0.038306708666,0.037595410699,0.038174495798,0.038753580897,0.039683934711,0.040614288525,0.0415697260485,0.042525163572,0.043113924343,0.043702685114,0.0445170215205,0.045331357927,0.0456443623965,0.045957366866,0.0464672098175,0.046977052769,0.047286278402,0.047595504035,0.0478254504025,0.04805539677,0.047750670125,0.04744594348,0.047508386605,0.04757082973
p124,0.035442437651,0.035442437651,0.035442437651,0.035442437651,0.035442437651,0.0331654842495,0.030888530848,0.030932794842,0.030977058836,0.0345387361845,0.038100413533,0.03902049388,0.039940574227,0.039581541772,0.039222509317,0.0398600725215,0.040497635726,0.041498562982,0.042499490238,0.0435178454055,0.044536200573,0.0451726248415,0.04580904911,0.0466774721255,0.047545895141,0.04831879071,0.049091686279,0.049510527028,0.049929367777,0.0504128714845,0.050896375192,0.0523375734165,0.053778771641,0.052491688158,0.051204604675,0.052673736679,0.054142868683
p125,0.03409563017,0.03409563017,0.03409563017,0.03409563017,0.03409563017,0.0328582745615,0.031620918953,0.03114616506,0.030671411167,0.0338671630325,0.037062914898,0.0382039123975,0.039344909897,0.038762427917,0.038179945937,0.0388996837755,0.039619421614,0.0407338022595,0.041848182905,0.042953099536,0.044058016167,0.044738722908,0.045419429649,0.0463515283245,0.047283627,0.047634102739,0.047984578478,0.0482436541775,0.048502729877,0.0488027605545,0.049102791232,0.049534877266,0.0499669633,0.049588309265,0.04920965523,0.049113522235,0.04901738924
p126,0.033679124625,0.033679124625,0.033679124625,0.033679124625,0.033679124625,0.034032344553,0.034385564481,0.03276344108,0.031141317679,0.0338460084005,0.036550699122,0.037838855258,0.039127011394,0.0383547537965,0.037582496199,0.03829247166,0.039002447121,0.0400885456215,0.041174644122,0.0424471675325,0.043719690943,0.044484644004,0.045249597065,0.0461794402395,0.047109283414,0.0474311337685,0.047752984123,0.048169586538,0.048586188953,0.048923153656,0.049260118359,0.0500245644145,0.05078901047,0.050098746995,0.04940848352,0.04927117588,0.04913386824
p127,0.036155222311,0.036155222311,0.036155222311,0.036155222311,0.036155222311,0.033808995912,0.031462769513,0.0331091611745,0.034755552836,0.037873287101,0.040991021366,0.042090848433,0.0431906755,0.0441224478545,0.045054220209,0.0454534110865,0.045852601964,0.042596280291,0.039339958618,0.0405373780035,0.041734797389,0.045254302897,0.048773808405,0.0494554874645,0.050137166524,0.0501558449765,0.050174523429,0.0500154947345,0.04985646604,0.0496926402125,0.049528814385,0.049602119329,0.049675424273,0.050239161339,0.050802898405,0.050244590144,0.049686281883
p128,0.037125877269,0.037125877269,0.037125877269,0.037125877269,0.037125877269,0.0346832705905,0.032240663912,0.033915975402,0.035591286892,0.039517163727,0.043443040562,0.0440553154235,0.044667590285,0.046041705798,0.047415821311,0.0482211664865,0.049026511662,0.0469475105225,0.044868509383,0.045722743478,0.046576977573,0.051548534779,0.056520091985,0.056952712821,0.057385333657,0.056944458919,0.056503584181,0.056307470759,0.056111357337,0.05597560527,0.055839853203,0.0561330109565,0.05642616871,0.0563878546665,0.056349540623,0.0558124087395,0.055275276856
p129,0.036437854727,0.036437854727,0.036437854727,0.036437854727,0.036437854727,0.0344782851825,0.032518715638,0.032874985709,0.03323125578,0.0350523890105,0.036873522241,0.0364660421005,0.03605856196,0.0365124508295,0.036966339699,0.037124665351,0.037282991003,0.038111654757,0.038940318511,0.039682801344,0.040425284177,0.042672093848,0.044918903519,0.044593624433,0.044268345347,0.0442846098885,0.04430087443,0.04435306792,0.04440526141,0.04445275219,0.04450024297,0.044870035745,0.04523982852,0.045066057445,0.04489228637,0.04457529445,0.04425830253
p13,0.030985120285,0.030985120285,0.030985120285,0.030985120285,0.030985120285,0.028493284356,0.026001448427,0.0259022673945,0.025803086362,0.031658596836,0.03751410731,0.0393239368465,0.041133766383,0.0419101811055,0.042686595828,0.041966765539,0.04124693525,0.0411125752025,0.040978215155,0.0412148337455,0.041451452336,0.042436690774,0.043421929212,0.0434069969615,0.043392064711,0.0438332900655,0.04427451542,0.04417750179,0.04408048816,0.04399456554,0.04390864292,0.043172720745,0.04243679857,0.043244763805,0.04405272904,0.044334274815,0.04461582059
p130,0.037348118228,0.037348118228,0.037348118228,0.037348118228,0.037348118228,0.0353375604835,0.033327002739,0.0337434312555,0.034159859772,0.0363187380435,0.038477616315,0.037974140604,0.037470664893,0.0382019542565,0.03893324362,0.0393247463105,0.039716249001,0.04081150939,0.041906769779,0.0424890653165,0.043071360854,0.045891278095,0.048711195336,0.048221893353,0.04773259137,0.047687905,0.04764321863,0.04769244429,0.04774166995,0.047811795145,0.04788192034,0.04830545048,0.04872898062,0.04851805365,0.04830712668,0.04805957131,0.04781201594
